"category","model","language","type","version","mean_similarity"
"N:ADJ","FastText","Polish","Derivation (different category)","Clean",0.534986068174993
"N:ADJ","FastText","Spanish","Derivation (different category)","Clean",0.499957896481512
"N:ADJ","Word2Vec","Polish","Derivation (different category)","Clean",0.400335113037367
"N:ADJ","Word2Vec","Spanish","Derivation (different category)","Clean",0.523351616801088
"N:ADJ","BERT","Polish","Derivation (different category)","Clean",0.811942396445528
"N:ADJ","BERT","Spanish","Derivation (different category)","Clean",0.783991907756587
"N:ADV","FastText","Polish","Derivation (different category)","Clean",0.411087581371163
"N:ADV","FastText","Spanish","Derivation (different category)","Clean",0.498176224041078
"N:ADV","Word2Vec","Polish","Derivation (different category)","Clean",0.255939845910965
"N:ADV","Word2Vec","Spanish","Derivation (different category)","Clean",0.486672248546551
"N:ADV","BERT","Polish","Derivation (different category)","Clean",0.733018968333333
"N:ADV","BERT","Spanish","Derivation (different category)","Clean",0.797629790943396
"N:N","FastText","Polish","Derivation (same category)","Clean",0.547448137192624
"N:N","FastText","Spanish","Derivation (same category)","Clean",0.504843541367483
"N:N","Word2Vec","Polish","Derivation (same category)","Clean",0.393055844205175
"N:N","Word2Vec","Spanish","Derivation (same category)","Clean",0.498627480073012
"N:N","BERT","Polish","Derivation (same category)","Clean",0.816877162491488
"N:N","BERT","Spanish","Derivation (same category)","Clean",0.792419584626627
"N:V","FastText","Polish","Derivation (different category)","Clean",0.423881486536075
"N:V","FastText","Spanish","Derivation (different category)","Clean",0.44746667186109
"N:V","Word2Vec","Polish","Derivation (different category)","Clean",0.311626512276497
"N:V","Word2Vec","Spanish","Derivation (different category)","Clean",0.462874199187333
"N:V","BERT","Polish","Derivation (different category)","Clean",0.775272373595601
"N:V","BERT","Spanish","Derivation (different category)","Clean",0.766361750049727
"V:ADJ","FastText","Polish","Derivation (different category)","Clean",0.452430749368866
"V:ADJ","FastText","Spanish","Derivation (different category)","Clean",0.480583724548939
"V:ADJ","Word2Vec","Polish","Derivation (different category)","Clean",0.341300224504926
"V:ADJ","Word2Vec","Spanish","Derivation (different category)","Clean",0.47293696391661
"V:ADJ","BERT","Polish","Derivation (different category)","Clean",0.747979730930693
"V:ADJ","BERT","Spanish","Derivation (different category)","Clean",0.825732150437476
"V:ADV","FastText","Polish","Derivation (different category)","Clean",0.0876262784290996
"V:ADV","FastText","Spanish","Derivation (different category)","Clean",0.492193789121883
"V:ADV","Word2Vec","Polish","Derivation (different category)","Clean",0.0984922968454972
"V:ADV","Word2Vec","Spanish","Derivation (different category)","Clean",0.451748896630725
"V:ADV","BERT","Polish","Derivation (different category)","Clean",0.6224686
"V:ADV","BERT","Spanish","Derivation (different category)","Clean",0.837323881022727
"V:N","FastText","Polish","Derivation (different category)","Clean",0.517517345392665
"V:N","FastText","Spanish","Derivation (different category)","Clean",0.52365484992467
"V:N","Word2Vec","Polish","Derivation (different category)","Clean",0.406846706705402
"V:N","Word2Vec","Spanish","Derivation (different category)","Clean",0.521615750971273
"V:N","BERT","Polish","Derivation (different category)","Clean",0.807344879590343
"V:N","BERT","Spanish","Derivation (different category)","Clean",0.828470056545507
"V:V","FastText","Polish","Derivation (same category)","Clean",0.63317150226551
"V:V","FastText","Spanish","Derivation (same category)","Clean",0.558418723853814
"V:V","Word2Vec","Polish","Derivation (same category)","Clean",0.495391155381311
"V:V","Word2Vec","Spanish","Derivation (same category)","Clean",0.494298187744842
"V:V","BERT","Polish","Derivation (same category)","Clean",0.759407788929448
"V:V","BERT","Spanish","Derivation (same category)","Clean",0.855379826476035
"V;FUT;1;PL","FastText","Polish","Inflection","Clean",0.398337111240907
"V;FUT;1;PL","Word2Vec","Polish","Inflection","Clean",0.514884262928568
"V;FUT;1;PL","BERT","Polish","Inflection","Clean",0.743137288483412
"V;FUT;1;PL;MASC;HUM","FastText","Polish","Inflection","Clean",0.315118686553865
"V;FUT;1;PL;MASC;HUM","BERT","Polish","Inflection","Clean",0.735786781680961
"V;FUT;1;SG","FastText","Polish","Inflection","Clean",0.58788206694772
"V;FUT;1;SG","Word2Vec","Polish","Inflection","Clean",0.496317661994394
"V;FUT;1;SG","BERT","Polish","Inflection","Clean",0.798300181800766
"V;FUT;1;SG;FEM","FastText","Polish","Inflection","Clean",0.394427481020681
"V;FUT;1;SG;FEM","BERT","Polish","Inflection","Clean",0.719814654974271
"V;FUT;1;SG;MASC","FastText","Polish","Inflection","Clean",0.392737354509109
"V;FUT;1;SG;MASC","BERT","Polish","Inflection","Clean",0.733145326415094
"V;FUT;2;PL","FastText","Polish","Inflection","Clean",0.398370574056469
"V;FUT;2;PL","Word2Vec","Polish","Inflection","Clean",0.436020039553259
"V;FUT;2;PL","BERT","Polish","Inflection","Clean",0.747196918969194
"V;FUT;2;PL;MASC;HUM","FastText","Polish","Inflection","Clean",0.33785148128271
"V;FUT;2;PL;MASC;HUM","BERT","Polish","Inflection","Clean",0.749918477392796
"V;FUT;2;SG","FastText","Polish","Inflection","Clean",0.569650261393184
"V;FUT;2;SG","Word2Vec","Polish","Inflection","Clean",0.481423575326719
"V;FUT;2;SG","BERT","Polish","Inflection","Clean",0.773042260306513
"V;FUT;2;SG;FEM","FastText","Polish","Inflection","Clean",0.352985968032474
"V;FUT;2;SG;FEM","BERT","Polish","Inflection","Clean",0.710811986826758
"V;FUT;2;SG;MASC","FastText","Polish","Inflection","Clean",0.353644281868525
"V;FUT;2;SG;MASC","BERT","Polish","Inflection","Clean",0.721016300463122
"V;FUT;3;PL","FastText","Polish","Inflection","Clean",0.439590370318081
"V;FUT;3;PL","Word2Vec","Polish","Inflection","Clean",0.524503143646952
"V;FUT;3;PL","BERT","Polish","Inflection","Clean",0.722021882808057
"V;FUT;3;PL;MASC;HUM","FastText","Polish","Inflection","Clean",0.365534394594826
"V;FUT;3;PL;MASC;HUM","BERT","Polish","Inflection","Clean",0.721624887375643
"V;FUT;3;SG","FastText","Polish","Inflection","Clean",0.634816037858959
"V;FUT;3;SG","Word2Vec","Polish","Inflection","Clean",0.556932142330453
"V;FUT;3;SG","BERT","Polish","Inflection","Clean",0.823154732452107
"V;FUT;3;SG;FEM","FastText","Polish","Inflection","Clean",0.3565037352055
"V;FUT;3;SG;FEM","BERT","Polish","Inflection","Clean",0.706375980686106
"V;FUT;3;SG;MASC","FastText","Polish","Inflection","Clean",0.36234299971789
"V;FUT;3;SG;MASC","BERT","Polish","Inflection","Clean",0.717357450909091
"V;FUT;3;SG;NEUT","FastText","Polish","Inflection","Clean",0.348988779537167
"V;FUT;3;SG;NEUT","BERT","Polish","Inflection","Clean",0.681369682315609
"V;IND;FUT;1;PL","FastText","Spanish","Inflection","Clean",0.56950005440752
"V;IND;FUT;1;PL","Word2Vec","Spanish","Inflection","Clean",0.479447101055511
"V;IND;FUT;1;PL","BERT","Spanish","Inflection","Clean",0.861386742296594
"V;IND;FUT;1;SG","FastText","Spanish","Inflection","Clean",0.571788011966874
"V;IND;FUT;1;SG","Word2Vec","Spanish","Inflection","Clean",0.446006869375847
"V;IND;FUT;1;SG","BERT","Spanish","Inflection","Clean",0.889106036287372
"V;IND;FUT;2;PL","FastText","Spanish","Inflection","Clean",0.502139788789894
"V;IND;FUT;2;PL","Word2Vec","Spanish","Inflection","Clean",0.417977793871325
"V;IND;FUT;2;PL","BERT","Spanish","Inflection","Clean",0.869253222256433
"V;IND;FUT;2;SG;INFM","FastText","Spanish","Inflection","Clean",0.527942024172588
"V;IND;FUT;2;SG;INFM","Word2Vec","Spanish","Inflection","Clean",0.428481399180043
"V;IND;FUT;2;SG;INFM","BERT","Spanish","Inflection","Clean",0.893250429928603
"V;IND;FUT;3;PL","FastText","Spanish","Inflection","Clean",0.569538211638568
"V;IND;FUT;3;PL","Word2Vec","Spanish","Inflection","Clean",0.520248856423099
"V;IND;FUT;3;PL","BERT","Spanish","Inflection","Clean",0.863389714221397
"V;IND;FUT;3;SG","FastText","Spanish","Inflection","Clean",0.599726504645886
"V;IND;FUT;3;SG","Word2Vec","Spanish","Inflection","Clean",0.547642930687302
"V;IND;FUT;3;SG","BERT","Spanish","Inflection","Clean",0.859394757922791
"V;IND;PRS;1;PL","FastText","Spanish","Inflection","Clean",0.585379682615805
"V;IND;PRS;1;PL","Word2Vec","Spanish","Inflection","Clean",0.487486557718155
"V;IND;PRS;1;PL","BERT","Spanish","Inflection","Clean",0.849763756670636
"V;IND;PRS;1;SG","FastText","Spanish","Inflection","Clean",0.548131482548844
"V;IND;PRS;1;SG","Word2Vec","Spanish","Inflection","Clean",0.484465460843946
"V;IND;PRS;1;SG","BERT","Spanish","Inflection","Clean",0.823154475274774
"V;IND;PRS;2;PL","FastText","Spanish","Inflection","Clean",0.456000357721964
"V;IND;PRS;2;PL","Word2Vec","Spanish","Inflection","Clean",0.413634530093304
"V;IND;PRS;2;PL","BERT","Spanish","Inflection","Clean",0.824905279234465
"V;IND;PRS;2;SG;INFM","FastText","Spanish","Inflection","Clean",0.544192754418628
"V;IND;PRS;2;SG;INFM","Word2Vec","Spanish","Inflection","Clean",0.417541192765391
"V;IND;PRS;2;SG;INFM","BERT","Spanish","Inflection","Clean",0.833781705656041
"V;IND;PRS;3;PL","FastText","Spanish","Inflection","Clean",0.635606549068105
"V;IND;PRS;3;PL","Word2Vec","Spanish","Inflection","Clean",0.581344515264989
"V;IND;PRS;3;PL","BERT","Spanish","Inflection","Clean",0.863076698790753
"V;IND;PRS;3;SG","FastText","Spanish","Inflection","Clean",0.650075767679101
"V;IND;PRS;3;SG","Word2Vec","Spanish","Inflection","Clean",0.587621188456787
"V;IND;PRS;3;SG","BERT","Spanish","Inflection","Clean",0.836094477878294
"V;IND;PST;IPFV;1;PL","FastText","Spanish","Inflection","Clean",0.447541723597294
"V;IND;PST;IPFV;1;PL","Word2Vec","Spanish","Inflection","Clean",0.457088329636075
"V;IND;PST;IPFV;1;PL","BERT","Spanish","Inflection","Clean",0.817041812402143
"V;IND;PST;IPFV;1;SG","FastText","Spanish","Inflection","Clean",0.580494219437484
"V;IND;PST;IPFV;1;SG","Word2Vec","Spanish","Inflection","Clean",0.559376880836609
"V;IND;PST;IPFV;1;SG","BERT","Spanish","Inflection","Clean",0.838902896405715
"V;IND;PST;IPFV;2;PL","FastText","Spanish","Inflection","Clean",0.481218886858186
"V;IND;PST;IPFV;2;PL","Word2Vec","Spanish","Inflection","Clean",0.447419346381651
"V;IND;PST;IPFV;2;PL","BERT","Spanish","Inflection","Clean",0.803956411428784
"V;IND;PST;IPFV;2;SG;INFM","FastText","Spanish","Inflection","Clean",0.502014454586478
"V;IND;PST;IPFV;2;SG;INFM","Word2Vec","Spanish","Inflection","Clean",0.430834652549643
"V;IND;PST;IPFV;2;SG;INFM","BERT","Spanish","Inflection","Clean",0.81477812310314
"V;IND;PST;IPFV;3;PL","FastText","Spanish","Inflection","Clean",0.544291165262092
"V;IND;PST;IPFV;3;PL","Word2Vec","Spanish","Inflection","Clean",0.533759723192722
"V;IND;PST;IPFV;3;PL","BERT","Spanish","Inflection","Clean",0.826473440501041
"V;IND;PST;IPFV;3;SG","FastText","Spanish","Inflection","Clean",0.580531820601661
"V;IND;PST;IPFV;3;SG","Word2Vec","Spanish","Inflection","Clean",0.559277465418478
"V;IND;PST;IPFV;3;SG","BERT","Spanish","Inflection","Clean",0.838908797364433
"V;PRS;1;PL","FastText","Polish","Inflection","Clean",0.555311527395808
"V;PRS;1;PL","Word2Vec","Polish","Inflection","Clean",0.506419781651387
"V;PRS;1;PL","BERT","Polish","Inflection","Clean",0.804911203516295
"V;PRS;1;SG","FastText","Polish","Inflection","Clean",0.568328585094517
"V;PRS;1;SG","Word2Vec","Polish","Inflection","Clean",0.49373218086716
"V;PRS;1;SG","BERT","Polish","Inflection","Clean",0.807888323722127
"V;PRS;2;PL","FastText","Polish","Inflection","Clean",0.490435402282616
"V;PRS;2;PL","Word2Vec","Polish","Inflection","Clean",0.444796387120506
"V;PRS;2;PL","BERT","Polish","Inflection","Clean",0.789911850274443
"V;PRS;2;SG","FastText","Polish","Inflection","Clean",0.533053661999423
"V;PRS;2;SG","Word2Vec","Polish","Inflection","Clean",0.468929905318712
"V;PRS;2;SG","BERT","Polish","Inflection","Clean",0.790882634356775
"V;PRS;3;PL","FastText","Polish","Inflection","Clean",0.592907490682366
"V;PRS;3;PL","Word2Vec","Polish","Inflection","Clean",0.549197617756038
"V;PRS;3;PL","BERT","Polish","Inflection","Clean",0.826557736586621
"V;PRS;3;SG","FastText","Polish","Inflection","Clean",0.612171693015597
"V;PRS;3;SG","Word2Vec","Polish","Inflection","Clean",0.539497095900911
"V;PRS;3;SG","BERT","Polish","Inflection","Clean",0.834271322264151
"V;PST;1;PL","FastText","Polish","Inflection","Clean",0.489696661227794
"V;PST;1;PL","BERT","Polish","Inflection","Clean",0.728403432879147
"V;PST;1;PL;MASC;HUM","FastText","Polish","Inflection","Clean",0.528838989844943
"V;PST;1;PL;MASC;HUM","BERT","Polish","Inflection","Clean",0.779614235983412
"V;PST;1;SG;FEM","FastText","Polish","Inflection","Clean",0.553490836445343
"V;PST;1;SG;FEM","Word2Vec","Polish","Inflection","Clean",0.425936454263963
"V;PST;1;SG;FEM","BERT","Polish","Inflection","Clean",0.786254445687204
"V;PST;1;SG;MASC","FastText","Polish","Inflection","Clean",0.557236875382366
"V;PST;1;SG;MASC","Word2Vec","Polish","Inflection","Clean",0.382457951492187
"V;PST;1;SG;MASC","BERT","Polish","Inflection","Clean",0.813833739597156
"V;PST;2;PL","FastText","Polish","Inflection","Clean",0.458123439146924
"V;PST;2;PL","BERT","Polish","Inflection","Clean",0.730130879609005
"V;PST;2;PL;MASC;HUM","FastText","Polish","Inflection","Clean",0.496095383127205
"V;PST;2;PL;MASC;HUM","BERT","Polish","Inflection","Clean",0.777494416125592
"V;PST;2;SG;FEM","FastText","Polish","Inflection","Clean",0.508251529366034
"V;PST;2;SG;FEM","BERT","Polish","Inflection","Clean",0.748356733661137
"V;PST;2;SG;MASC","FastText","Polish","Inflection","Clean",0.510160468610505
"V;PST;2;SG;MASC","Word2Vec","Polish","Inflection","Clean",0.659981769861852
"V;PST;2;SG;MASC","BERT","Polish","Inflection","Clean",0.774761010888626
"V;PST;3;PL","FastText","Polish","Inflection","Clean",0.574404120651658
"V;PST;3;PL","Word2Vec","Polish","Inflection","Clean",0.499552531879665
"V;PST;3;PL","BERT","Polish","Inflection","Clean",0.783743531635071
"V;PST;3;PL;MASC;HUM","FastText","Polish","Inflection","Clean",0.574166595054261
"V;PST;3;PL;MASC;HUM","Word2Vec","Polish","Inflection","Clean",0.530372821276671
"V;PST;3;PL;MASC;HUM","BERT","Polish","Inflection","Clean",0.820794719632701
"V;PST;3;SG;FEM","FastText","Polish","Inflection","Clean",0.591442035809381
"V;PST;3;SG;FEM","Word2Vec","Polish","Inflection","Clean",0.527611778521494
"V;PST;3;SG;FEM","BERT","Polish","Inflection","Clean",0.820367738104265
"V;PST;3;SG;MASC","FastText","Polish","Inflection","Clean",0.627099614436629
"V;PST;3;SG;MASC","Word2Vec","Polish","Inflection","Clean",0.565081512843006
"V;PST;3;SG;MASC","BERT","Polish","Inflection","Clean",0.844338186267772
"V;PST;3;SG;NEUT","FastText","Polish","Inflection","Clean",0.567406937504657
"V;PST;3;SG;NEUT","Word2Vec","Polish","Inflection","Clean",0.488870242570147
"V;PST;3;SG;NEUT","BERT","Polish","Inflection","Clean",0.781765067796209
"ADJ:ADJ","BERT","Polish","Derivation (same category)","Subset",0.803816455405405
"ADJ:ADJ","BERT","Spanish","Derivation (same category)","Subset",0.80910337730038
"ADJ:ADJ","FastText","Polish","Derivation (same category)","Subset",0.595842099966873
"ADJ:ADJ","FastText","Spanish","Derivation (same category)","Subset",0.551301870666802
"ADJ:ADJ","Word2Vec","Polish","Derivation (same category)","Subset",0.403878274695061
"ADJ:ADJ","Word2Vec","Spanish","Derivation (same category)","Subset",0.493444216750754
"ADJ:ADV","BERT","Polish","Derivation (different category)","Subset",0.859779642578916
"ADJ:ADV","BERT","Spanish","Derivation (different category)","Subset",0.844347063256847
"ADJ:ADV","FastText","Polish","Derivation (different category)","Subset",0.607443616139709
"ADJ:ADV","FastText","Spanish","Derivation (different category)","Subset",0.566103265499136
"ADJ:ADV","Word2Vec","Polish","Derivation (different category)","Subset",0.441675930348214
"ADJ:ADV","Word2Vec","Spanish","Derivation (different category)","Subset",0.526296191697643
"ADJ:N","BERT","Polish","Derivation (different category)","Subset",0.828332012291407
"ADJ:N","BERT","Spanish","Derivation (different category)","Subset",0.816329581956769
"ADJ:N","FastText","Polish","Derivation (different category)","Subset",0.516294657484664
"ADJ:N","FastText","Spanish","Derivation (different category)","Subset",0.537090278728089
"ADJ:N","Word2Vec","Polish","Derivation (different category)","Subset",0.355831057058644
"ADJ:N","Word2Vec","Spanish","Derivation (different category)","Subset",0.509005254511851
"ADJ:V","BERT","Polish","Derivation (different category)","Subset",0.76506865
"ADJ:V","BERT","Spanish","Derivation (different category)","Subset",0.777736366651376
"ADJ:V","FastText","Polish","Derivation (different category)","Subset",0.472159939207641
"ADJ:V","FastText","Spanish","Derivation (different category)","Subset",0.415154765863192
"ADJ:V","Word2Vec","Polish","Derivation (different category)","Subset",0.25824544993873
"ADJ:V","Word2Vec","Spanish","Derivation (different category)","Subset",0.441034243158797
"ADV:ADJ","BERT","Polish","Derivation (different category)","Subset",0.778952910952381
"ADV:ADJ","BERT","Spanish","Derivation (different category)","Subset",0.641448225
"ADV:ADJ","FastText","Polish","Derivation (different category)","Subset",0.401955795147189
"ADV:ADJ","FastText","Spanish","Derivation (different category)","Subset",0.389106989016955
"ADV:ADJ","Word2Vec","Polish","Derivation (different category)","Subset",0.330370459996555
"ADV:ADJ","Word2Vec","Spanish","Derivation (different category)","Subset",0.533071065172692
"ADV:ADV","BERT","Polish","Derivation (same category)","Subset",0.922029925
"ADV:ADV","BERT","Spanish","Derivation (same category)","Subset",0.787448626666667
"ADV:ADV","FastText","Polish","Derivation (same category)","Subset",0.710669686735113
"ADV:ADV","FastText","Spanish","Derivation (same category)","Subset",0.571440911318954
"ADV:ADV","Word2Vec","Polish","Derivation (same category)","Subset",0.606893741537092
"ADV:ADV","Word2Vec","Spanish","Derivation (same category)","Subset",0.536958888833061
"ADV:N","BERT","Polish","Derivation (different category)","Subset",0.81170922
"ADV:N","BERT","Spanish","Derivation (different category)","Subset",0.6850538
"ADV:N","FastText","Polish","Derivation (different category)","Subset",0.251951666685509
"ADV:N","FastText","Spanish","Derivation (different category)","Subset",0.323194620186825
"ADV:N","Word2Vec","Polish","Derivation (different category)","Subset",0.284235351122913
"ADV:N","Word2Vec","Spanish","Derivation (different category)","Subset",0.432700223949229
"ADV:V","BERT","Spanish","Derivation (different category)","Subset",0.712038804444444
"ADV:V","FastText","Spanish","Derivation (different category)","Subset",0.375122366441944
"ADV:V","Word2Vec","Spanish","Derivation (different category)","Subset",0.418948456690068
"N:ADJ","BERT","Polish","Derivation (different category)","Subset",0.810965447920836
"N:ADJ","BERT","Spanish","Derivation (different category)","Subset",0.799510553370277
"N:ADJ","FastText","Polish","Derivation (different category)","Subset",0.532530245848681
"N:ADJ","FastText","Spanish","Derivation (different category)","Subset",0.532551295756211
"N:ADJ","Word2Vec","Polish","Derivation (different category)","Subset",0.403083544967331
"N:ADJ","Word2Vec","Spanish","Derivation (different category)","Subset",0.541311969361782
"N:ADV","BERT","Polish","Derivation (different category)","Subset",0.771723323333333
"N:ADV","BERT","Spanish","Derivation (different category)","Subset",0.808844176907217
"N:ADV","FastText","Polish","Derivation (different category)","Subset",0.491770497694181
"N:ADV","FastText","Spanish","Derivation (different category)","Subset",0.496524007846113
"N:ADV","Word2Vec","Polish","Derivation (different category)","Subset",0.25453804417184
"N:ADV","Word2Vec","Spanish","Derivation (different category)","Subset",0.482111428574734
"N:N","BERT","Polish","Derivation (same category)","Subset",0.846720457871323
"N:N","BERT","Spanish","Derivation (same category)","Subset",0.781240195467046
"N:N","FastText","Polish","Derivation (same category)","Subset",0.592171848994514
"N:N","FastText","Spanish","Derivation (same category)","Subset",0.498424801470258
"N:N","Word2Vec","Polish","Derivation (same category)","Subset",0.418906868550109
"N:N","Word2Vec","Spanish","Derivation (same category)","Subset",0.475584815166261
"N:V","BERT","Polish","Derivation (different category)","Subset",0.783242317062857
"N:V","BERT","Spanish","Derivation (different category)","Subset",0.775543219182042
"N:V","FastText","Polish","Derivation (different category)","Subset",0.430853506439416
"N:V","FastText","Spanish","Derivation (different category)","Subset",0.465316854241045
"N:V","Word2Vec","Polish","Derivation (different category)","Subset",0.321907176498866
"N:V","Word2Vec","Spanish","Derivation (different category)","Subset",0.477577729744369
"V:ADJ","BERT","Polish","Derivation (different category)","Subset",0.703469289415205
"V:ADJ","BERT","Spanish","Derivation (different category)","Subset",0.837496869937107
"V:ADJ","FastText","Polish","Derivation (different category)","Subset",0.357235908750572
"V:ADJ","FastText","Spanish","Derivation (different category)","Subset",0.478673230816711
"V:ADJ","Word2Vec","Polish","Derivation (different category)","Subset",0.246782063732332
"V:ADJ","Word2Vec","Spanish","Derivation (different category)","Subset",0.476957241790455
"V:ADV","BERT","Spanish","Derivation (different category)","Subset",0.837323883977273
"V:ADV","FastText","Spanish","Derivation (different category)","Subset",0.492193789121883
"V:ADV","Word2Vec","Spanish","Derivation (different category)","Subset",0.451748896630725
"V:N","BERT","Polish","Derivation (different category)","Subset",0.830659327368421
"V:N","BERT","Spanish","Derivation (different category)","Subset",0.841085098578154
"V:N","FastText","Polish","Derivation (different category)","Subset",0.566617005225758
"V:N","FastText","Spanish","Derivation (different category)","Subset",0.539278272748012
"V:N","Word2Vec","Polish","Derivation (different category)","Subset",0.446865491909702
"V:N","Word2Vec","Spanish","Derivation (different category)","Subset",0.533853384896625
"V:V","BERT","Polish","Derivation (same category)","Subset",0.799760047796726
"V:V","BERT","Spanish","Derivation (same category)","Subset",0.866527889220246
"V:V","FastText","Polish","Derivation (same category)","Subset",0.689297764585351
"V:V","FastText","Spanish","Derivation (same category)","Subset",0.576758007959008
"V:V","Word2Vec","Polish","Derivation (same category)","Subset",0.571575321805643
"V:V","Word2Vec","Spanish","Derivation (same category)","Subset",0.496473838162299
"V;FUT;1;PL","BERT","Polish","Inflection","Subset",0.702330317437071
"V;FUT;1;PL","FastText","Polish","Inflection","Subset",0.410315512549883
"V;FUT;1;PL","Word2Vec","Polish","Inflection","Subset",0.532362338119063
"V;FUT;1;PL;MASC;HUM","BERT","Polish","Inflection","Subset",0.688468148350168
"V;FUT;1;PL;MASC;HUM","FastText","Polish","Inflection","Subset",0.325597967072888
"V;FUT;1;SG","BERT","Polish","Inflection","Subset",0.780509967285714
"V;FUT;1;SG","FastText","Polish","Inflection","Subset",0.594079189015175
"V;FUT;1;SG","Word2Vec","Polish","Inflection","Subset",0.516520529744578
"V;FUT;1;SG;FEM","BERT","Polish","Inflection","Subset",0.669165006195286
"V;FUT;1;SG;FEM","FastText","Polish","Inflection","Subset",0.393232541291847
"V;FUT;1;SG;MASC","BERT","Polish","Inflection","Subset",0.686320334882155
"V;FUT;1;SG;MASC","FastText","Polish","Inflection","Subset",0.386879128386512
"V;FUT;2;PL","BERT","Polish","Inflection","Subset",0.70793764423341
"V;FUT;2;PL","FastText","Polish","Inflection","Subset",0.407000733613704
"V;FUT;2;PL","Word2Vec","Polish","Inflection","Subset",0.439674064854531
"V;FUT;2;PL;MASC;HUM","BERT","Polish","Inflection","Subset",0.70561217047138
"V;FUT;2;PL;MASC;HUM","FastText","Polish","Inflection","Subset",0.348078203581301
"V;FUT;2;SG","BERT","Polish","Inflection","Subset",0.744699928214286
"V;FUT;2;SG","FastText","Polish","Inflection","Subset",0.582064081932535
"V;FUT;2;SG","Word2Vec","Polish","Inflection","Subset",0.498346528925601
"V;FUT;2;SG;FEM","BERT","Polish","Inflection","Subset",0.659412387474748
"V;FUT;2;SG;FEM","FastText","Polish","Inflection","Subset",0.356119730480483
"V;FUT;2;SG;MASC","BERT","Polish","Inflection","Subset",0.672762224141414
"V;FUT;2;SG;MASC","FastText","Polish","Inflection","Subset",0.353014747613901
"V;FUT;3;PL","BERT","Polish","Inflection","Subset",0.680638968947368
"V;FUT;3;PL","FastText","Polish","Inflection","Subset",0.447754870101938
"V;FUT;3;PL","Word2Vec","Polish","Inflection","Subset",0.554342761113064
"V;FUT;3;PL;MASC;HUM","BERT","Polish","Inflection","Subset",0.677365555690236
"V;FUT;3;PL;MASC;HUM","FastText","Polish","Inflection","Subset",0.374093434775675
"V;FUT;3;SG","BERT","Polish","Inflection","Subset",0.837914478642857
"V;FUT;3;SG","FastText","Polish","Inflection","Subset",0.64330385929914
"V;FUT;3;SG","Word2Vec","Polish","Inflection","Subset",0.594103424499564
"V;FUT;3;SG;FEM","BERT","Polish","Inflection","Subset",0.659707371616162
"V;FUT;3;SG;FEM","FastText","Polish","Inflection","Subset",0.359768195466718
"V;FUT;3;SG;MASC","BERT","Polish","Inflection","Subset",0.671821161279461
"V;FUT;3;SG;MASC","FastText","Polish","Inflection","Subset",0.361374131967948
"V;FUT;3;SG;NEUT","BERT","Polish","Inflection","Subset",0.633407924882155
"V;FUT;3;SG;NEUT","FastText","Polish","Inflection","Subset",0.351154806692452
"V;IND;FUT;1;PL","BERT","Spanish","Inflection","Subset",0.843107824457143
"V;IND;FUT;1;PL","FastText","Spanish","Inflection","Subset",0.510559922189462
"V;IND;FUT;1;PL","Word2Vec","Spanish","Inflection","Subset",0.477542480135778
"V;IND;FUT;1;SG","BERT","Spanish","Inflection","Subset",0.871484311180952
"V;IND;FUT;1;SG","FastText","Spanish","Inflection","Subset",0.487739122745641
"V;IND;FUT;1;SG","Word2Vec","Spanish","Inflection","Subset",0.438890536954707
"V;IND;FUT;2;PL","BERT","Spanish","Inflection","Subset",0.849579788298413
"V;IND;FUT;2;PL","FastText","Spanish","Inflection","Subset",0.402803598783692
"V;IND;FUT;2;PL","Word2Vec","Spanish","Inflection","Subset",0.410017745119699
"V;IND;FUT;2;SG;INFM","BERT","Spanish","Inflection","Subset",0.875429063580952
"V;IND;FUT;2;SG;INFM","FastText","Spanish","Inflection","Subset",0.448475634418481
"V;IND;FUT;2;SG;INFM","Word2Vec","Spanish","Inflection","Subset",0.426784532003556
"V;IND;FUT;3;PL","BERT","Spanish","Inflection","Subset",0.848272825433819
"V;IND;FUT;3;PL","FastText","Spanish","Inflection","Subset",0.543482181969684
"V;IND;FUT;3;PL","Word2Vec","Spanish","Inflection","Subset",0.511332816175364
"V;IND;FUT;3;SG","BERT","Spanish","Inflection","Subset",0.840186657911392
"V;IND;FUT;3;SG","FastText","Spanish","Inflection","Subset",0.576771838000689
"V;IND;FUT;3;SG","Word2Vec","Spanish","Inflection","Subset",0.540592470351949
"V;IND;PRS;1;PL","BERT","Spanish","Inflection","Subset",0.826862415855054
"V;IND;PRS;1;PL","FastText","Spanish","Inflection","Subset",0.553735145386175
"V;IND;PRS;1;PL","Word2Vec","Spanish","Inflection","Subset",0.481824179540574
"V;IND;PRS;1;SG","BERT","Spanish","Inflection","Subset",0.784928936599113
"V;IND;PRS;1;SG","FastText","Spanish","Inflection","Subset",0.515958973103501
"V;IND;PRS;1;SG","Word2Vec","Spanish","Inflection","Subset",0.461239743809348
"V;IND;PRS;2;PL","BERT","Spanish","Inflection","Subset",0.796667464217836
"V;IND;PRS;2;PL","FastText","Spanish","Inflection","Subset",0.39206589490294
"V;IND;PRS;2;PL","Word2Vec","Spanish","Inflection","Subset",0.409736584907248
"V;IND;PRS;2;SG;INFM","BERT","Spanish","Inflection","Subset",0.802909801739405
"V;IND;PRS;2;SG;INFM","FastText","Spanish","Inflection","Subset",0.496011125699122
"V;IND;PRS;2;SG;INFM","Word2Vec","Spanish","Inflection","Subset",0.402214400758654
